Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(2),C2H5(3),C(6),H(4),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C4H7(28),C4H7(38),C3H5(32),C4H6(30)
4.099586015034059e-05,0.12500001224097054,0.0,0.0,0.0,0.0,0.79414940671756362,0.00062954345117838826,0.00014190434355927398,0.0053870092009611469,6.3979435670435863e-05,0.099702076728323444,0.098967074317592135,1.3561051801623506e-07,9.6845742407588934e-07,0.00095575069323472603,3.3792179569506171e-09,1.3591727572849191e-11,1.3828385133610116e-09,2.1462683266825474e-06
4.13767019547823e-05,0.12513496645246855,0.0,0.0,0.0,0.0,0.79220478223367974,0.00062796552058027406,0.00014256003865777641,0.0054403622775445045,6.4081733667999669e-05,0.10063240070398038,0.099909581762418431,1.3653288150826618e-07,9.8257388780777356e-07,0.00097492407197744121,3.4622346049841807e-09,1.3925633138179306e-11,1.4070446836562062e-09,2.2176675191124288e-06
4.1757543759224e-05,0.12526996305114993,0.0,0.0,0.0,0.0,0.79026392257624911,0.00062639281225598754,0.00014321313676548191,0.0054936782029964765,6.4182702466524487e-05,0.10156057970803692,0.10085032473470107,1.3744714448011958e-07,9.967636487524886e-07,0.00099427621707634311,3.546441094923423e-09,1.4264324428442103e-11,1.4313810845886911e-09,2.2907065723038329e-06
4.213838556366571e-05,0.12540499871892985,0.0,0.0,0.0,0.0,0.78832686498712046,0.00062482533281651531,0.00014386361460815516,0.005546955982262361,6.4282349706760422e-05,0.1024865963361859,0.10178928504479073,1.3835333823219818e-07,1.0110260459007588e-06,0.0010138064654276156,3.631840090580076e-09,1.4607812157887174e-11,1.4558455344631564e-09,2.3654054040623844e-06
4.251922736810741e-05,0.1255400702533306,0.0,0.0,0.0,0.0,0.78639364588298633,0.0006232630882406459,0.00014451144964907909,0.0056001946360307777,6.4380683079739436e-05,0.10341043360513623,0.10272644489968227,1.3925149438175214e-07,1.025360414039747e-06,0.0010335141455676019,3.7184341166247636e-09,1.4956106481126644e-11,1.4804358699416638e-09,2.4417838929426224e-06
4.290006917254912e-05,0.1256751744006251,0.0,0.0,0.0,0.0,0.78446430086153851,0.00062170608379471441,0.0001451566197991834,0.0056533932006316637,6.447771055396228e-05,0.10433207494929787,0.1036617869001108,1.4014164539618446e-07,1.0397660758255268e-06,0.001053398577991847,3.8062256034404951e-09,1.5309217173530033e-11,1.5051499307687318e-09,2.5198618754700009e-06
4.328091097699082e-05,0.12581030798942403,0.0,0.0,0.0,0.0,0.78253886477157075,0.00062015432418060417,0.00014579910386540868,0.0057065507271157707,6.4573439861249915e-05,0.10525150418287121,0.10459529400731939,1.4102382395790138e-07,1.054242365241905e-06,0.0010734590770190766,3.8952167261692094e-09,1.5667152983852052e-11,1.5299855739781144e-09,2.599659137727167e-06
4.366175278143253e-05,0.12594546778518564,0.0,0.0,0.0,0.0,0.78061737160292888,0.00061860781336045036,0.00014643888105002526,0.0057596662826563845,6.4667879133164347e-05,0.10616870555919805,0.10552694959531761,1.4189806371774764e-07,1.0687885986471624e-06,0.0010936949478912961,3.9854096333675391e-09,1.6029922553912035e-11,1.5549406591360908e-09,2.6811954216172927e-06
4.404259458587423e-05,0.12608065071011887,0.0,0.0,0.0,0.0,0.77869985456045188,0.00061706655481673031,0.00014707593171662322,0.0058127389495821738,6.4761036121454229e-05,0.10708366373076525,0.10645673741580845,1.4276439843180221e-07,1.0834041133760867e-06,0.0011141054885935562,4.0768061110322841e-09,1.6397533067263804e-11,1.5800130627762648e-09,2.764490415282981e-06
4.442343639031594e-05,0.12621585362260632,0.0,0.0,0.0,0.0,0.77678634606053487,0.0006155305512749018,0.00014771023612650269,0.0058657678253640818,6.4852919313653071e-05,0.1079963637513835,0.10738464159966345,1.4362286239145394e-07,1.0980882050692102e-06,0.0011346899901393803,4.1694081568703151e-09,1.6769992558985335e-11,1.6052006747502032e-09,2.8495637533692415e-06
4.480427819475764e-05,0.12635107346650107,0.0,0.0,0.0,0.0,0.77487687775965419,0.00061399980486368726,0.00014834177571781989,0.0059187520222440384,6.4943536621364184e-05,0.10890679106030679,0.10831064664383988,1.4447349041857065e-07,1.1128402016595708e-06,0.0011554477371823165,4.2632172960800147e-09,1.7147307163664563e-11,1.6305013927654266e-09,2.9364350116750145e-06
4.518511999919935e-05,0.12648630719516213,0.0,0.0,0.0,0.0,0.77297148056053067,0.00061247431718921869,0.00014897053230680105,0.0059716906671152831,6.5032896283842266e-05,0.10981493147938251,0.10923473740792684,1.4531631760879396e-07,1.1276594139213072e-06,0.0011763780081523495,4.3582350498339945e-09,1.752948299968347e-11,1.6559131284207453e-09,3.0251237032309742e-06
4.556596180364105e-05,0.12662155179373485,0.0,0.0,0.0,0.0,0.77107018456202847,0.00061095408940718861,0.00014959648870934062,0.0060245829021937673,6.5121006367970701e-05,0.11072077123969397,0.11015689913815656,1.4615137968061333e-07,1.1425451661734789e-06,0.0011974800738071643,4.4544626410047135e-09,1.7916524985622646e-11,1.681433807571533e-09,3.1156492766503929e-06
4.594680360808276e-05,0.12675680425081876,0.0,0.0,0.0,0.0,0.76917301918280279,0.00060943912202668837,0.00015021962765824503,0.0060774278833147692,6.5207875519659119e-05,0.11162429691566174,0.11107711740841249,1.4697871276791003e-07,1.1574967490932904e-06,0.001218753200756576,4.5519014978441374e-09,1.8308438866128831e-11,1.7070613656807234e-09,3.2080311138882226e-06
4.632764541252446e-05,0.1268920616559712,0.0,0.0,0.0,0.0,0.76728001311055849,0.00060792941514937419,0.00015083993337061338,0.0061302247806144222,6.5293511577860653e-05,0.11252549545168801,0.11199537814480379,1.4779835296363772e-07,1.172513498419751e-06,0.0012401966498092637,4.6505523712091476e-09,1.8705227661270887e-11,1.7327937572312871e-09,3.3022885253096358e-06
4.670848721696617e-05,0.12702732106365255,0.0,0.0,0.0,0.0,0.76539119426298152,0.00060642496803841065,0.00015145738920623346,0.0061829727789445201,6.5377923781231558e-05,0.11342435418393854,0.1129116676437477,1.486103372761963e-07,1.1875946703143066e-06,0.001261809675446153,4.7504167510901422e-09,1.9106897364002064e-11,1.7586289474471649e-09,3.3984407555971863e-06
4.70512448409637e-05,0.12714905388359254,0.0,0.0,0.0,0.0,0.76369485989583896,0.00060507546199316958,0.00015201065129923249,0.0062304035061614225,6.5452854314027639e-05,0.11423131632386041,0.11373463172688773,1.4933460772013138e-07,1.2012222889428497e-06,0.0012814057663018332,4.8413322640194443e-09,1.947257336484106e-11,1.78196683982066e-09,3.486613674929686e-06
4.735972670256148e-05,0.1272586110462416,0.0,0.0,0.0,0.0,0.76217109368691971,0.00060386454771813492,0.00015250659458423277,0.0062730562655915175,6.5519454857197149e-05,0.1149559460730237,0.11447391709876799,1.4998119733819005e-07,1.2135308800052053e-06,0.001299158713280599,4.9239973878897184e-09,1.9805065047904803e-11,1.8030395217278349e-09,3.5673063375901572e-06
4.766820856415926e-05,0.12736816439827556,0.0,0.0,0.0,0.0,0.76065012198306114,0.00060265708183399839,0.00015300064248292318,0.006315675539423706,6.5585267134477018e-05,0.11567901936035199,0.11521188591886604,1.5062283059984356e-07,1.2258805235737593e-06,0.0013170215755626885,5.0074596827665753e-09,2.0140763073889435e-11,1.8241760705389748e-09,3.6492761523455986e-06
4.797669042575704e-05,0.12747771249556508,0.0,0.0,0.0,0.0,0.75913195825456437,0.00060145306302218963,0.00015349278771173324,0.0063582609212229609,6.5650295661065587e-05,0.11640053014683754,0.11594853156285276,1.5125952732107948e-07,1.2382708451097537e-06,0.0013349939469827555,5.0917193832066752e-09,2.0479668386224311e-11,1.8453754348654474e-09,3.7325331974371447e-06
4.828517228735482e-05,0.12758725381345865,0.0,0.0,0.0,0.0,0.7576166156638342,0.00060025248984392824,0.00015398302340301659,0.0064008120105752409,6.5714544860430118e-05,0.11712047254924278,0.11668384755465713,1.5189130787821866e-07,1.2507014813332301e-06,0.0013530754190463721,5.1767765368860561e-09,2.0821781176661079e-11,1.8666365617351702e-09,3.8170875130338103e-06
4.85936541489526e-05,0.12769678689705283,0.0,0.0,0.0,0.0,0.75610410707602871,0.00059905536062004449,0.00015447134273058829,0.0064433284128977523,6.5778019336783307e-05,0.11783884083457856,0.11741782756140787,1.5251819295057518e-07,1.2631720586106331e-06,0.0013712655812868012,5.2626313672873714e-09,2.1167102344077596e-11,1.8879584061352698e-09,3.9029491046032405e-06
4.8902136010550384e-05,0.1278063102839716,0.0,0.0,0.0,0.0,0.75459444506162221,0.00059786167353223583,0.0001549577392707174,0.0064858097394222738,6.5840723583870928e-05,0.11855562941861207,0.11815046539222959,1.5314020296041731e-07,1.275682208875914e-06,0.0013895640212374968,5.3492838899886636e-09,2.15156319511396e-11,1.9093399315318862e-09,3.9901279384198798e-06
4.9210617872148165e-05,0.12791582252963365,0.0,0.0,0.0,0.0,0.75308764189300315,0.00059667142649780865,0.00015544220666509145,0.0065282556072068362,6.5902662235601948e-05,0.11927083286779934,0.1188817549999012,1.5375735850907529e-07,1.2882315554156626e-06,0.0014079703244512744,5.4367341016894177e-09,2.1867369984572941e-11,1.9307801068360814e-09,4.078633944143947e-06
4.9519099733745945e-05,0.1280253222036131,0.0,0.0,0.0,0.0,0.75158370955657672,0.00059548461730142143,0.00015592473896810561,0.0065706656389858537,6.5963839785216402e-05,0.11998444589273508,0.11961169047506516,1.5436968045424704e-07,1.3008197322915505e-06,0.0014264840746766505,5.5249818967184412e-09,2.222231601934751e-11,1.9522779045724356e-09,4.1684770109926983e-06
4.9827581595343726e-05,0.12813480788452639,0.0,0.0,0.0,0.0,0.75008265974589294,0.00059430124347050752,0.00015640533027564741,0.0066130394632310865,6.6024260884103359e-05,0.1206964633519458,0.12034026604951627,1.5497718976827127e-07,1.3134463632650609e-06,0.0014451048538003427,5.6140272638471443e-09,2.2580470010300186e-11,1.9738323057090107e-09,4.259666990290678e-06
