Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(2),C2H5(3),C(6),H(4),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C4H7(28),C4H7(38),C3H5(32),C4H6(30),C4H7(42)
1.0928586917719332e-06,0.11228928953345914,0.0,0.0,0.0,0.0,0.99920535768651764,0.00039337914564667399,1.2249013570142273e-05,2.0636047452953517e-05,8.0327752022880412e-06,0.0001842695024056987,0.00017607032466035913,1.5594107206199841e-10,2.5273010973961594e-10,5.0958520290200665e-09,1.3571765280987213e-15,5.4587502060160778e-18,4.590742998365378e-15,1.4002199122482658e-14,9.2831727164454756e-16
1.1154806128467885e-06,0.11229087055336934,0.0,0.0,0.0,0.0,0.99917670027537198,0.00040009515821730785,1.2666339960795435e-05,2.1514266344135153e-05,8.3091328801495407e-06,0.00019463771916674701,0.00018607103377580789,1.6754374785237521e-10,2.7359846547568391e-10,5.633116658844124e-09,1.5532433253380614e-15,6.2473582583507887e-18,5.1617932796655317e-15,1.6381682079837667e-14,1.0697737591889713e-15
1.1381025339216438e-06,0.11229248714579657,0.0,0.0,0.0,0.0,0.99914740028866633,0.00040674091416768708,1.3087483632812402e-05,2.2411416950943894e-05,8.5880221221661474e-06,0.00020535405540290957,0.00019641112941788108,1.7972136657735932e-10,2.9568574874897124e-10,6.214204360471669e-09,1.7725249309221699e-15,7.1293395734734056e-18,5.7892784526399194e-15,1.9103187214452852e-14,1.2289934607507611e-15
1.160724454996499e-06,0.11229413961817178,0.0,0.0,0.0,0.0,0.99911745232922833,0.00041331608428892225,1.3512267583672993e-05,2.3327517811161075e-05,8.8693218793084574e-06,0.00021642152883749778,0.00020709359718262122,1.9248660227874499e-10,3.1903159110157641e-10,6.8416381873217885e-09,2.0171597401370266e-15,8.113295087601881e-18,6.4773110637181422e-15,2.2207027284122514e-14,1.4077293504829888e-15
1.1833463760713543e-06,0.11229582826297482,0.0,0.0,0.0,0.0,0.99908685126927277,0.00041982037126519009,1.3940515768065486e-05,2.4262584607164404e-05,9.1529117848689233e-06,0.0002278430062597404,0.00021812127345675956,2.0585182885731254e-10,3.4367550835208438e-10,7.5180212367814495e-09,2.2894237468659063e-15,9.2083791788203448e-18,7.2301877976585335e-15,2.5737213060545011e-14,1.6078582224457457e-15
1.2059682971462096e-06,0.11229755335782322,0.0,0.0,0.0,0.0,0.99905559224883689,0.00042625350938123752,1.4372053229210877e-05,2.5216630081147783e-05,9.4386722436271806e-06,0.00023962120435394902,0.00022949684630958381,2.1982910679678697e-10,3.6965685233032011e-10,8.2460363089770122e-09,2.5917348608469383e-15,1.0424317031885253e-17,8.0523910377184104e-15,2.9741690305121452e-14,1.8313854484674854e-15
1.2285902182210649e-06,0.11229931516557151,0.0,0.0,0.0,0.0,0.99902367067402309,0.00043261526420264817,1.4806706225919669e-05,2.6189663956358239e-05,9.7264845180952987e-06,0.00025175869064160395,0.00024122285649384696,2.3443017101414666e-10,3.970147633352899e-10,9.0284454659524713e-09,2.9266570932820844e-15,1.1771421473552979e-17,8.9485895900718485e-15,3.4272584128771676e-14,2.0804496719336627e-15
1.2512121392959201e-06,0.11230111393442088,0.0,0.0,0.0,0.0,0.99899108221505484,0.00043890543222990336,1.5244302355278689e-05,2.7181692864382932e-05,1.0016230811773813e-05,0.00026425788453276089,0.00025330169855208775,2.4966641972810031e-10,4.2578812341560115e-10,9.8680894928934116e-09,3.2969045970074597e-15,1.3260609222465238e-17,9.9236395754711666e-15,3.9386450506317995e-14,2.3573274238370231e-15
1.2738340603707754e-06,0.11230294989803845,0.0,0.0,0.0,0.0,0.99895782280415213,0.00044512384052729931,1.5684670670877627e-05,2.8192720278504159e-05,1.0307794349357928e-05,0.00027712105848308547,0.00026573562202464958,2.6554890360043461e-10,4.560155105667292e-10,1.0767887263240399e-08,3.7053455478575691e-15,1.4903416500716236e-17,1.0982585185363603e-14,4.5144534692256956e-14,2.6644376476580976e-15
1.2964559814456307e-06,0.11230482327568637,0.0,0.0,0.0,0.0,0.99892388863323078,0.00045127034632780284,1.6127641796497495e-05,2.9222746453124469e-05,1.0601059453841187e-05,0.00029035033925273727,0.00027852673275560996,2.8208831585278076e-10,4.8773515393423696e-10,1.1730835009728929e-08,4.1550058544601797e-15,1.6712013955499273e-17,1.213065842445792e-14,5.161303626179965e-14,3.004346119922165e-15
1.319077902520486e-06,0.11230673427235988,0.0,0.0,0.0,0.0,0.99888927615143863,0.00045734483661494891,1.6573048035195537e-05,3.0271768369249424e-05,1.0895911620472054e-05,0.0003039477092632537,0.00029167699429277218,2.9929498360039121e-10,5.2098489010701573e-10,1.2760005503573339e-08,4.6490726843427857e-15,1.8699220841261012e-17,1.3373278947292272e-14,5.8863380479080792e-14,3.3797697536175044e-15
1.3416998235953412e-06,0.11230868307893453,0.0,0.0,0.0,0.0,0.99885398206252474,0.00046334722768289686,1.7020723473732467e-05,3.1339779686000725e-05,1.1192237587527088e-05,0.00031791500804852056,0.00030518822937781467,3.1717885947024864e-10,5.5580212057955822e-10,1.3858547144184231e-08,5.1908977948377759e-15,2.0878518417196833e-17,1.471605401415154e-14,6.6972495673539655e-14,3.7935807720635357e-15
1.3643217446701965e-06,0.11231066987232116,0.0,0.0,0.0,0.0,0.99881800332206272,0.00046927746467578189,1.7470504082299716e-05,3.2426770698119368e-05,1.1489925403872429e-05,0.00033225393379586823,0.00031906212152265468,3.3574951396573055e-10,5.922237704568505e-10,1.5029682961970614e-08,5.7840006579390622e-15,2.3264062516348326e-17,1.6164777292280992e-14,7.6023096285690153e-14,4.248810741268342e-15
1.3869436657450518e-06,0.1123126948156293,0.0,0.0,0.0,0.0,0.99878133713452188,0.0004751355211074988,1.7922227809515445e-05,3.3532728299404281e-05,1.1788864493292749e-05,0.0003469660449732823,0.00033330021666804648,3.5501612918755707e-10,6.3028624846982324e-10,1.6276709536924303e-08,6.4320713690248111e-15,2.5870695244450353e-17,1.7725427593955672e-14,8.6103971224876847e-14,4.748654449304763e-15
1.409565586819907e-06,0.11231475805833832,0.0,0.0,0.0,0.0,0.99874398095019967,0.00048092139836306832,1.8375734672669515e-05,3.465763595201991e-05,1.2088945715574393e-05,0.00036205276203869459,0.0003479039249204087,3.7498749292927764e-10,6.7002540836382665e-10,1.7602995835821967e-08,7.1389733301448446e-15,2.8713955772517124e-17,1.9404168048408783e-14,9.731027716427021e-14,5.2964736217699759e-15
1.4321875078947623e-06,0.11231685973647546,0.0,0.0,0.0,0.0,0.99870593246202255,0.00048663512518273871,1.883086684320775e-05,3.5801473661593764e-05,1.2390061424336769e-05,0.00037751536922729005,0.00036287452236286846,3.9567199324402262e-10,7.1147651171715558e-10,1.9011981971007934e-08,7.9087456993545759e-15,3.1810090189103273e-17,2.1207344047858819e-14,1.0974383638236092e-13,5.8958004629753932e-15
1.4548094289696176e-06,0.11231899997280075,0.0,0.0,0.0,0.0,0.99866718960222189,0.00049227675712997735,1.9287468727456717e-05,3.6964217958013922e-05,1.2692105521613057e-05,0.00039335501641275973,0.00037821315293649601,4.1707761441391017e-10,7.5467419224102304e-10,2.0507177883831979e-08,8.7456055983869385e-15,3.5176060379325159e-17,2.3141480870808803e-14,1.2351343874559308e-13,6.5503410131296657e-15
1.4774313500444729e-06,0.11232117887699876,0.0,0.0,0.0,0.0,0.99862775053888864,0.00049784637604449614,1.9745387042599581e-05,3.8145841881825194e-05,1.2994973509188011e-05,0.00040957272103841558,0.00039392083038771039,4.3921193346160439e-10,7.9965242160677172e-10,2.2092161955918118e-08,9.6539500718044395e-15,3.8829551904697009e-17,2.5213282089492281e-14,1.3873514741356372e-13,7.2639783124213916e-15
1.5000532711193281e-06,0.11232339654587606,0.0,0.0,0.0,0.0,0.998587613672418,0.00050334408948146734,2.0204470887923721e-05,3.9346314976112818e-05,1.3298562536707307e-05,0.00042616937011410051,0.00040999844027784935,4.6208211685387562e-10,8.4644447684061707e-10,2.3770579551534492e-08,1.0638357791649593e-14,4.2788980860447986e-17,2.7429626789406419e-14,1.5553260783646788e-13,8.0407753635812539e-15
1.5226751921941834e-06,0.11232565306356421,0.0,0.0,0.0,0.0,0.99854677763185107,0.00050877003013805933,2.0664571811369634e-05,4.0565603283753406e-05,1.3602771446579008e-05,0.00044314572227482782,0.00042644674205091396,4.8569491853613382e-10,8.9508290932076458e-10,2.5546141494409986e-08,1.1703590502478119e-14,4.7073499687024796e-17,2.9797566093885775e-14,1.7403735960421778e-13,8.8849778852034218e-15
1.5679190343438942e-06,0.11233028291979924,0.0,0.0,0.0,0.0,0.99846300366495233,0.00051940724606130907,2.1587243682762803e-05,4.3060472242340133e-05,1.4212652986169417e-05,0.00047823994140034243,0.00046045784133995289,5.3517332294064934e-10,9.9802531021430772e-10,2.9403859292766156e-08,1.4096499915647992e-14,5.6698125298665987e-17,3.5017277886027033e-14,2.1673625924632106e-13,1.0793510338768716e-14
1.6086384922786338e-06,0.11233458324531871,0.0,0.0,0.0,0.0,0.99838520671239983,0.00052873710255667988,2.2419689722583219e-05,4.5369790213706988e-05,1.4762687619411502e-05,0.00051112838138481199,0.00049234070962001105,5.8230291372305038e-10,1.0972987735678788e-09,3.3246548852675909e-08,1.657809448643919e-14,6.6679456060532071e-17,4.0307629136112741e-14,2.6249659053179046e-13,1.2788135233538105e-14
1.6493579502133735e-06,0.11233901019246668,0.0,0.0,0.0,0.0,0.99830513315839675,0.00053783756517855618,2.3253240335902691e-05,4.7739382198608738e-05,1.5313238911478692e-05,0.00054525321944272809,0.00052543089567475172,6.3192468606357075e-10,1.2030246402791342e-09,3.746451498832723e-08,1.9404080898523096e-14,7.8045981127671342e-17,4.6206340324184638e-14,3.1622845912497524e-13,1.5075778749634279e-14
1.6900774081481132e-06,0.11234356382258398,0.0,0.0,0.0,0.0,0.99822278276022336,0.00054671023765702487,2.4087125383311987e-05,5.0168925078360138e-05,1.5863782891822392e-05,0.00058061452853852742,0.00055972855878509166,6.8406307452496171e-10,1.3153630368110986e-09,4.2081544400383414e-08,2.2608941078743571e-14,9.0936391930809543e-17,5.2760305485607661e-14,3.7902619273775512e-13,1.7688089579953276e-14
1.7307968660828528e-06,0.11234824408084298,0.0,0.0,0.0,0.0,0.99813815735463962,0.00055535693873413569,2.4920604162660532e-05,5.2658060479204181e-05,1.6413815865841158e-05,0.00061721121525354144,0.00059523271513236208,7.3873823307238966e-10,1.4344645771383333e-09,4.7121970558987224e-08,2.6229101207950863e-14,1.0549719998940863e-16,6.0017918037599422e-14,4.5209234306579929e-13,2.065877474569006e-14
1.7715163240175925e-06,0.11235305080230872,0.0,0.0,0.0,0.0,0.99805126077677131,0.00056377969011240639,2.5752965921073218e-05,5.5206395502363335e-05,1.6962854754749735e-05,0.00065504106577330865,0.00063194128343255804,7.9596609820210597e-10,1.5604700609011235e-09,5.2610636834826908e-08,3.0302913199488137e-14,1.2188266241254834e-16,6.8028979521692677e-14,5.3674366495395648e-13,2.402361197851965e-14
1.8122357819523321e-06,0.11235798371538294,0.0,0.0,0.0,0.0,0.99796209877772657,0.00057198070433651558,2.6583530230289186e-05,5.7813503582981484e-05,1.7510437342046272e-05,0.00069410079263629082,0.00066985113124400628,8.5575847287928735e-10,1.6935102342344621e-09,5.8572858621019661e-08,3.4870626710624882e-14,1.4025466932249887e-16,7.6844602847780316e-14,6.3441702954319231e-13,2.7820453805834364e-14
1.8529552398870718e-06,0.11236304244703528,0.0,0.0,0.0,0.0,0.99787067894131576,0.00057996237267034494,2.741164723521498e-05,6.0478925463109026e-05,1.805612243363691e-05,0.00073438608202460495,0.00070895812173839593,9.1812311654152257e-10,1.8337056019363319e-09,6.5034384708213262e-08,3.9974353578714139e-14,1.6078260081871566e-16,8.6517109845336963e-14,7.4667524222436925e-13,3.2089223103627223e-14
1.8936746978218115e-06,0.11236822652713406,0.0,0.0,0.0,0.0,0.99777701060014878,0.00058772725301027833,2.8236697778716293e-05,6.320217027170778e-05,1.8599489933688152e-05,0.00077589164143545305,0.00074925716077815991,9.8306385218007928e-10,1.9811662909283269e-09,7.2021358068039148e-08,4.5658023675965109e-14,1.836431494163804e-16,9.7099926023703653e-14,8.7521274154947251e-13,3.6871900379099651e-14
1.9343941557565513e-06,0.11237353539320413,0.0,0.0,0.0,0.0,0.99768110475147653,0.00059527805789006522,2.90580934121562e-05,6.5982716697666159e-05,1.9140140842575287e-05,0.00081861124751570207,0.00079074224409170083,1.0505806930174317e-09,2.135991968963228e-09,7.9560276272143733e-08,5.1967332419142176e-14,2.0902010891793041e-16,1.0864747253017121e-13,1.0218611524205606e-12,4.2212503250715957e-14
1.975113613691291e-06,0.11237896839501749,0.0,0.0,0.0,0.0,0.99758297397310169,0.00060261764262299925,2.987527629898061e-05,6.8820014244494712e-05,1.9677697181925016e-05,0.00086253779387257925,0.00083340650436661799,1.1206699698615141e-09,2.2982718142161112e-09,8.7677951746731296e-08,5.8949681523899748e-14,2.3710413612703985e-16,1.2121505439070153e-13,1.1885946686524708e-12,4.815705831156808e-14
2.015833071626031e-06,0.11238452479923557,0.0,0.0,0.0,0.0,0.99748263233964285,0.00060974899362378928,3.0687719019146204e-05,7.1713484555215758e-05,2.0211801852198447e-05,0.00090766333869179961,0.00087724225809955364,1.1933244683154877e-09,2.4680845294457982e-09,9.640147205650432e-08,6.6654112764394293e-14,2.6809248441766991e-16,1.3485874822305313e-13,1.3775352419893357e-12,5.4753565607157823e-14
2.056552529560771e-06,0.11239020379398233,0.0,0.0,0.0,0.0,0.99738009533939631,0.00061667521694559952,3.1494924281333619e-05,7.4662522797395487e-05,2.0742118427510778e-05,0.00095397915201764943,0.0009222410520636691,1.2685335849323878e-09,2.6454984008093556e-09,1.0575816038161756e-07,7.513123487710263e-14,3.0218870972239992e-16,1.4963528990111767e-13,1.590957557195143e-12,6.2051956091397474e-14
2.097271987495511e-06,0.11239600449338179,0.0,0.0,0.0,0.0,0.99727537979203185,0.00062339952706519852,3.2296424550277228e-05,7.766649909814626e-05,2.1268330892646396e-05,0.0010014757625569474,0.00096839370926223934,1.346283479958106e-09,2.8305714004781399e-09,1.1577553634574915e-07,8.4433145363151898e-14,3.3960235602071892e-16,1.6560196023559297e-13,1.8312937742230489e-12,7.0104042490267199e-14
2.1379914454302507e-06,0.11240192594203036,0.0,0.0,0.0,0.0,0.99716850376734867,0.00062992523594622787,3.309178159656139e-05,8.0724760019104476e-05,2.179014332734596e-05,0.001050143003875229,0.0010156903742431483,1.4265572317577379e-09,3.0233513277472289e-09,1.2648127734998364e-07,9.4613347307654173e-14,3.8054862077319097e-16,1.8281647207189406e-13,2.1011380203338493e-12,7.8963464083493007e-14
2.1787109033649906e-06,0.11240796711940211,0.0,0.0,0.0,0.0,0.99705948650529985,0.00063625574240772456,3.388058597633347e-05,8.3836630061591525e-05,2.230727954298847e-05,0.0010999700598626012,0.0010641205576580983,1.5093350097872214e-09,3.2238759848146214e-09,1.379031805569464e-07,1.0572666094645901e-13,4.2524799921736215e-16,2.0133685999707315e-13,2.4032506167578046e-12,8.8685625898760385e-14
2.2194303612997304e-06,0.11241412694417303,0.0,0.0,0.0,0.0,0.99694834833746515,0.00064239452182128531,3.4662456448173367e-05,8.7001413192766571e-05,2.2819482676572454e-05,0.001150945509359967,0.0011136731799632185,1.594594242095621e-09,3.4321733860584163e-09,1.5006912565386549e-07,1.1782913177306902e-13,4.7392591477321929e-16,2.2122136950915594e-13,2.740562026133406e-12,9.9327632734431587e-14
2.2601498192344703e-06,0.11242040427845507,0.0,0.0,0.0,0.0,0.99683511061014674,0.00064834511615656108,3.5437039334066745e-05,9.021839438419858e-05,2.332651474673628e-05,0.0012030573698495483,0.0011643366141706277,1.6823097756652799e-09,3.6482619977878777e-09,1.6300703851161333e-07,1.3097793608242512e-13,5.268123391281919e-16,2.4252834896037077e-13,3.1161765095118603e-12,1.1094821856173701e-13
2.30086927716921e-06,0.11242679793193218,0.0,0.0,0.0,0.0,0.99671979560922064,0.00065411112439137283,3.6204007831141647e-05,9.3486841154858337e-05,2.3828156176402929e-05,0.0012562931401248576,0.0012160987275713661,1.7724540547755685e-09,3.87215100404199e-09,1.7674485584581866e-07,1.4523128322417701e-13,5.8414139906696826e-16,2.6531614658128901e-13,3.5333754840229894e-12,1.236076719324513e-13
2.34158873510395e-06,0.11243330666589173,0.0,0.0,0.0,0.0,0.99660242648688446,0.000659696193299911,3.6963061280637884e-05,9.6806005111030083e-05,2.4324205286466912e-05,0.0013106398418649451,0.0012689469223594535,1.8649972944333326e-09,4.1038405956946866e-09,1.9131049097335898e-07,1.6064831568517935e-13,6.461509746035463e-16,2.8964300809812791e-13,3.9956205735480923e-12,1.37367757854318e-13
2.38230819303869e-06,0.11243992919714574,0.0,0.0,0.0,0.0,0.99648302719040294,0.00066510400862967545,3.7713924400345322e-05,0.00010017512347615464,2.4814477764762871e-05,0.0013660840600470668,0.0013228681750958686,1.9599076375529768e-09,4.3433222807531348e-09,2.0673180074599035e-07,1.7728900873320597e-13,7.1308229534004315e-16,3.1556697774210379e-13,4.5065563467021174e-12,1.522916366151161e-13
2.42302765097343e-06,0.11244666420183577,0.0,0.0,0.0,0.0,0.996361622392956,0.00067033828667509157,3.8456346486441405e-05,0.00010359342060417544,2.5298806114376152e-05,0.0014226119821415752,0.001377849074960571,2.0571513288728878e-09,4.5905792124977671e-09,2.230365537329815e-07,1.9521406915527822e-13,7.8517953315124782e-16,3.4314580654468467e-13,5.0700127390765777e-12,1.6844378021024581e-13
2.4637471089081697e-06,0.11245351031911872,0.0,0.0,0.0,0.0,0.99623823742666573,0.00067540276625315324,3.9190100590327167e-05,0.00010706010947054565,2.5777039085133585e-05,0.0014802094360424538,0.0014338758607498796,2.1566928874018557e-09,4.8455865321520692e-09,2.4025239971349023e-07,2.1448483308518349e-13,8.626893912481684e-16,3.7243686211445172e-13,5.690007158126263e-12,1.8588988690715231e-13
2.5044665668429096e-06,0.11246046615472806,0.0,0.0,0.0,0.0,0.99611289821786897,0.0006803012010840328,3.9914982675740982e-05,0.00011057439313562943,2.6249041091870651e-05,0.0015388619266959117,0.0014909344565851746,2.2584952538732175e-09,5.1083117238270726e-09,2.5840684052773739e-07,2.3516316474582928e-13,9.458606969191572e-16,4.0349704159677097e-13,6.3707462702431274e-12,2.046967943271191e-13
2.5451860247776494e-06,0.11246753028440915,0.0,0.0,0.0,0.0,0.99598563122468531,0.00068503735257733137,4.063081076109837e-05,0.00011413546617577788,2.6714691622848191e-05,0.0015985546713975114,0.0015490105063066656,2.3625199520867002e-09,5.378714979407403e-09,2.7752720232615743e-07,2.5731135654097024e-13,1.0349439996483793e-15,4.3638269381324271e-13,7.1166274718847969e-12,2.2493239158459332e-13
