Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(2),C2H5(3),C(6),H(4),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C4H7(28),C4H7(38)
5.605355024542023e-07,0.11226135165130222,0.0,0.0,0.0,0.0,0.99971193341048326,0.00021640599637560797,3.9675913283143253e-06,5.3525551483697093e-06,2.5597890750379394e-06,3.0876186495725859e-05,2.8904242860293023e-05,1.4312377325636963e-11,1.8685883705200217e-11,1.952354169501953e-10,3.0696471171489388e-17,1.2346497761337847e-19
5.835910911934164e-07,0.11226223832882261,0.0,0.0,0.0,0.0,0.99969586495628693,0.00022475649332701043,4.2494882695869085e-06,5.8044457732046141e-06,2.7451699971421164e-06,3.4364355079670309e-05,3.2214815461843084e-05,1.6549549693603253e-11,2.1854996955477718e-11,2.3740020335698713e-10,4.0174801322754398e-17,1.6158803089128032e-19
6.066466799326305e-07,0.11226314995358375,0.0,0.0,0.0,0.0,0.99967934172514639,0.00023305180726714665,4.5395681826731224e-06,6.2750003378325444e-06,2.9360748893620858e-06,3.8095308207122808e-05,3.5760184962782784e-05,1.9029443229698721e-11,2.5411998220484255e-11,2.8656517477222169e-10,5.2046280577080509e-17,2.0933664625225813e-19
6.297022686718446e-07,0.11226408721761447,0.0,0.0,0.0,0.0,0.99966235141264892,0.00024129079140376624,4.8376680565152946e-06,6.7642702311491709e-06,3.1323914020436254e-06,4.2075907667671505e-05,3.9547163866239384e-05,2.1767238270546417e-11,2.9387151134593955e-11,3.4356938700840754e-10,6.6790113266529721e-17,2.6863824904454444e-19
6.527578574110587e-07,0.1122650507985693,0.0,0.0,0.0,0.0,0.99964488197215806,0.00024947233035646228,5.1436217389955467e-06,7.2723073976332413e-06,3.3340050811494377e-06,4.6312873301953349e-05,4.3582422059993939e-05,2.4778313082643954e-11,3.3811727857432268e-11,4.0931590801924599e-10,8.4957823979322853e-17,3.417111469086961e-19
6.758134461502728e-07,0.11226604135947707,0.0,0.0,0.0,0.0,0.99962692161938971,0.00025759534073808624,5.4572601277891951e-06,7.7991641439179871e-06,3.5407994983575387e-06,5.0812780292979041e-05,4.7872484238924036e-05,2.8078216781294709e-11,3.8717975594369043e-11,4.8477386947749042e-10,1.0718068188759201e-16,4.3109439151149518e-19
6.988690348894869e-07,0.1122670595485062,0.0,0.0,0.0,0.0,0.99960845883669913,0.00026565877169530574,5.7784113627193926e-06,8.3448929459974428e-06,3.7526563821109677e-06,5.5582056621395517e-05,5.2423727491190332e-05,3.1682642297380911e-11,4.413908074790754e-11,5.7098044455433922e-10,1.3417750134275917e-16,5.396791536866202e-19
7.21924623628701e-07,0.11226810599874609,0.0,0.0,0.0,0.0,0.99958948237707124,0.00027366160540783955,6.1069010191654293e-06,8.9095462575095246e-06,3.9694557494425376e-06,6.0626980686168895e-05,5.7242379049283862e-05,3.5607399451365375e-11,5.0109130820214922e-11,6.6904274700922101e-10,1.6676280615506795e-16,6.7074156136971587e-19
7.449802123679151e-07,0.11226918132800469,0.0,0.0,0.0,0.0,0.99956998126782404,0.00028160285754600691,6.4425523021855476e-06,9.4931763195245601e-06,4.1910760382996897e-06,6.5953679091819477e-05,6.2334514206810219e-05,3.9868388192738408e-11,5.6663074180876242e-11,7.8013964696181095e-10,2.0585534250967282e-16,8.2797693980435518e-19
7.680358011071292e-07,0.11227028613862276,0.0,0.0,0.0,0.0,0.99954994481401371,0.00028948157768631308,6.7851862410417242e-06,1.0095834972254931e-05,4.4173942400758981e-06,7.1568124603004689e-05,6.7706054401580617e-05,4.4481572061936008e-11,6.3836677823054349e-11,9.0552349896764072e-10,2.5248692356747218e-16,1.0155353858363297e-18
7.910913898463433e-07,0.1122714210173042,0.0,0.0,0.0,0.0,0.99952936260154635,0.00029729684968489992,7.134621883756935e-06,1.0717573469091894e-05,4.6482860321180952e-06,7.7476134266948676e-05,7.3362765465228156e-05,4.9462951930136643e-11,7.1666483245478179e-11,1.0465217782813893e-09,3.0781158679933584e-16,1.2380586000713288e-18
8.141469785855574e-07,0.11227258653496297,0.0,0.0,0.0,0.0,0.99950822449999599,0.00030504779200876897,7.4906764913228691e-06,1.1358442293363965e-05,4.883625910000689e-06,8.3683367703909372e-05,7.9310256039248937e-05,5.482854007046425e-11,8.0189760600134282e-11,1.2045386214826428e-09,3.7311504268430699e-16,1.5007178909452073e-18
8.372025673247715e-07,0.11227378324658628,0.0,0.0,0.0,0.0,0.99948652066512822,0.0003127335580247823,7.8531657312195204e-06,1.2018490978195709e-05,5.1232873193270225e-06,9.0195325565554644e-05,8.5553976157094473e-05,6.0594334612253216e-11,8.9444461242659934e-11,1.3810562679410655e-09,4.4982439112435396e-16,1.8092532555934916e-18
8.602581560639856e-07,0.11227501169111391,0.0,0.0,0.0,0.0,0.999464241541132,0.00032035333624653615,8.2219038699304364e-06,1.2697767929829066e-05,5.3671427868119232e-06,9.701734816081456e-05,9.2099215991658966e-05,6.677629442809088e-11,9.9469168826758923e-11,1.5776363988969725e-09,5.3951808023718542e-16,2.1700134356050304e-18
8.833137448031997e-07,0.11227627239133381,0.0,0.0,0.0,0.0,0.99944137786256049,0.00032790635053928406,8.5967039641253505e-06,1.3396320254753587e-05,5.6150640504251611e-06,0.00010415461424848516,9.8951104767205404e-05,7.3390314501195536e-11,1.1030304909146652e-10,1.7959213712359863e-09,6.4393608067322019e-16,2.5899968396494972e-18
9.063693335424138e-07,0.11227756585379357,0.0,0.0,0.0,0.0,0.99941792065598312,0.00033539186028318094,8.9773780501814501e-06,1.4114193590976223e-05,5.8669221883912328e-06,0.00011161213999557699,0.0001061146098344904,8.0452201818372976e-11,1.2198579849154407e-10,2.0376353433507891e-09,7.6499024681668995e-16,3.0768932177844282e-18
9.294249222816279e-07,0.1122788925687277,0.0,0.0,0.0,0.0,0.99939386124135321,0.00034280916049519495,9.3637373317365517e-06,1.4851431943743411e-05,6.1225877468365813e-06,0.00011939477810011291,0.0001135945359075834,8.7977651831432641e-11,1.3455759181909147e-10,2.3045852908032988e-09,9.0477483450399505e-16,3.6391259653017202e-18
9.52480511020842e-07,0.11228025301000065,0.0,0.0,0.0,0.0,0.99936919123309143,0.00035015758191011946,9.7555923649857414e-06,1.5608077526009165e-05,6.3819308658764626e-06,0.00012750721707680665,0.00012139552446061996,9.5982225527524095e-11,1.4805902896539105e-10,2.5986619098191922e-09,1.0655771436755589e-15,4.2858949290790301e-18
9.755360997600562e-07,0.11228164763506546,0.0,0.0,0.0,0.0,0.99934390254088923,0.00035743649102119407,1.0152753241437963e-05,1.6384170603924126e-05,6.6448214039481358e-06,0.00013595398070379187,0.00012952205328247459,1.0448132714632141e-10,1.6253108097469999e-10,2.9218404069649328e-09,1.249888253443764e-15,5.0272195856461896e-18
9.985916884992704e-07,0.11228307688493692,0.0,0.0,0.0,0.0,0.99931798737024014,0.00036464529008092334,1.0555029767856853e-05,1.7179749347601977e-05,6.9111290602097878e-06,0.00014473942762832352,0.00013797843618709499,1.1349018257936563e-10,1.7801503554129565e-10,3.2761811736784178e-09,1.4604138160114302e-15,5.8739824559611025e-18
9.999999999999997e-07,0.11228454118418063,0.0,0.0,0.0,0.0,0.99931638391509914,0.00036508334256149245,1.0579763693681949e-05,1.722897821336058e-05,6.9275038485305608e-06,0.00014528714175678496,0.00013850576289094256,1.1405732860462852e-10,1.7899456347902034e-10,3.2988826940293509e-09,1.4741869967692221e-15,5.9293800925075166e-18
1.0216472772384846e-06,0.11228454118418063,0.0,0.0,0.0,0.0,0.99929143822269739,0.00037178341706274332,1.0962231643125953e-05,1.7994849687399546e-05,7.1807234948295777e-06,0.00015386775112912252,0.00014676882287700918,1.2302381848421855e-10,1.9455244209825633e-10,3.6638303446449533e-09,1.7000848748835244e-15,6.8379726179003865e-18
1.0447028659776988e-06,0.11228604094091608,0.0,0.0,0.0,0.0,0.99926424789586654,0.00037885034558426983,1.1374168631795185e-05,1.8829505175927225e-05,7.453474446995371e-06,0.00016334297903280862,0.00015589719895730072,1.330970421434106e-10,2.121850566447882e-10,4.0870202393264364e-09,1.9720686722398711e-15,7.9319291751576491e-18
1.067758454716913e-06,0.11228757654683436,0.0,0.0,0.0,0.0,0.99923640948313674,0.00038584558479291494,1.1790650734076845e-05,1.9683746855986053e-05,7.7292518504868952e-06,0.00017316897378164017,0.00016536738609713883,1.4372442209544023e-10,2.3095478645811379e-10,4.5480696862632493e-09,2.2797794100680004e-15,9.1695845401617915e-18
1.0908140434561273e-06,0.11228914837722993,0.0,0.0,0.0,0.0,0.99920791637315587,0.00039276867921472905,1.2211488352071269e-05,2.0557603134607833e-05,8.0079259466633411e-06,0.00018334943264957401,0.00017518304233574974,1.5492026956233593e-10,2.5090363483352524e-10,5.0493842300765488e-09,2.6268889293863752e-15,1.0565707387546149e-17
1.1138696321953415e-06,0.11229075679104616,0.0,0.0,0.0,0.0,0.99917876224905811,0.00039961920856737912,1.2636492452017524e-05,2.1451099663354404e-05,8.2893673947281213e-06,0.00019388788810346109,0.00018534766252953477,1.6669862069554483e-10,2.7207364599225746e-10,5.5934562214016132e-09,3.0173372716913568e-15,1.2136145133907448e-17
1.1369252209345557e-06,0.11229240213093437,0.0,0.0,0.0,0.0,0.99914894108744412,0.00040639678753822864,1.3065474722379888e-05,2.236425922501213e-05,8.5734473791409378e-06,0.00020478770830600443,0.00019586457893686662,1.790732196591751e-10,2.9450685029315155e-10,6.1828647902780095e-09,3.4553430868931322e-15,1.3897865800123794e-17
1.1599808096737699e-06,0.11229408472332572,0.0,0.0,0.0,0.0,0.99911844715712683,0.00041310106552854144,1.3498247727595199e-05,2.3297101626797463e-05,8.860037714057866e-06,0.00021605209775693893,0.00020673696193693715,1.9205750256690061e-10,3.1824520988077735e-10,6.820275703809138e-09,3.94541385242148e-15,1.5868999114172729e-17
1.183036398412984e-06,0.11229580487851584,0.0,0.0,0.0,0.0,0.9990872750176446,0.00041973172636486611,1.3934625057319526e-05,2.4249643600169725e-05,9.149010944690668e-06,0.00022768409806872537,0.00021796782087887901,2.056645822861254e-10,3.4333056489852663e-10,7.5084411091824229e-09,4.4923558686628297e-15,1.8068876714323525e-17
1.2060919871521983e-06,0.1122975628907621,0.0,0.0,0.0,0.0,0.99905541951755128,0.0004262884879787165,1.4374421471027722e-05,2.522189870732783e-05,9.440240445486329e-06,0.00023968658887291012,0.00022956000505725303,2.1990723412034748e-10,3.6980458039009857e-10,8.2501991634110471e-09,5.1012839964508966e-15,2.0518071314833292e-17
1.2291475758914125e-06,0.11229935903839243,0.0,0.0,0.0,0.0,0.99902287579248805,0.00043277110205568458,1.4817453037834266e-05,2.6213877254448193e-05,9.733600515037331e-06,0.00025206228885316123,0.00024151620480986402,2.3479788237803985e-10,3.9770869400765762e-10,9.0484735514170487e-09,5.7776311031426631e-15,2.3238434699532546e-17
1.2522031646306267e-06,0.11230119358392555,0.0,0.0,0.0,0.0,0.99898963926304729,0.00043917935365517523,1.5263537271418496e-05,2.7225586211702587e-05,1.0028966467643015e-05,0.00026481375690087425,0.00025383895273376774,2.5034858783380438e-10,4.2708406463993097e-10,9.9062728943234388e-09,6.5271571848572476e-15,2.625313441289217e-17
1.275258753369841e-06,0.11230306677420267,0.0,0.0,0.0,0.0,0.99895570563243219,0.00044551306080196522,1.5712493259951003e-05,2.8257029140075865e-05,1.0326214721452614e-05,0.00027794339338912711,0.00026653062501522156,2.6657103608504698e-10,4.5797152206807217e-10,1.0826690050059035e-08,7.3559581335878152e-15,2.9586689022718954e-17
1.2983143421090551e-06,0.11230497884052974,0.0,0.0,0.0,0.0,0.99892107088392268,0.00045177207405083,1.6164141790932572e-05,2.9308206124986208e-05,1.06252228831301e-05,0.00029145344156066938,0.00027959344286925756,2.8347652680498711e-10,4.9041151775115794e-10,1.1812901308604686e-08,8.2704741191041401e-15,3.3265001833483757e-17
1.3213699308482693e-06,0.11230692999882971,0.0,0.0,0.0,0.0,0.99888573127815306,0.00045795627602549524,1.6618305470871067e-05,3.0379113716692738e-05,1.0925869828990405e-05,0.00030534598902554798,0.00029302947408447691,3.0107596389046028e-10,5.2444407683710213e-10,1.2868165484421083e-08,9.277497556944977e-15,3.7315392934842952e-17
1.3444255195874835e-06,0.1123089204498049,0.0,0.0,0.0,0.0,0.99884968335021262,0.00046406558093319239,1.7074808839735348e-05,3.1469744877458853e-05,1.1228035782565914e-05,0.00031962296936389393,0.00030684063466860539,3.1937984650069285e-10,5.6010875148876035e-10,1.3995822908797271e-08,1.0384180635357549e-14,4.1766629476180947e-17
1.3674811083266978e-06,0.11231095037910853,0.0,0.0,0.0,0.0,0.99881292390657117,0.00047009993405611492,1.7533478480138821e-05,3.2580088935423597e-05,1.1531602388571445e-05,0.00033428616382934201,0.00032102869059030012,3.3839826098104266e-10,5.9744457560879342e-10,1.5199294325044351e-08,1.1598042375677798e-14,4.664895406458313e-17
1.390536697065912e-06,0.11231301995752539,0.0,0.0,0.0,0.0,0.99877545002184465,0.00047605931122107401,1.7994143121218165e-05,3.3710131545117959e-05,1.1836452783244791e-05,0.00034933720314850195,0.00033559525961266156,3.581408736636057e-10,6.3649002104042201e-10,1.6482079689631101e-08,1.2926975202334834e-14,5.1994111190445347e-17
1.4135922858051262e-06,0.11231512934116067,0.0,0.0,0.0,0.0,0.99873725903540167,0.0004819437182486733,1.845663373718577e-05,3.4859854654548053e-05,1.2142471661048661e-05,0.00036477756941186504,0.00035054181321387482,3.7861692453459296e-10,6.7728295531470075e-10,1.7847756882516495e-08,1.4379251000460108e-14,5.7835371592153862e-17
1.4366478745443404e-06,0.11231727867163725,0.0,0.0,0.0,0.0,0.99869834854782569,0.00048775319038331399,1.892078364054663e-05,3.6029236478753826e-05,1.2449545337728255e-05,0.0003806085980515073,0.00036586967859039221,3.9983522175648933e-10,7.1986060100852582e-10,1.9299980330078672e-08,1.5963526640992243e-14,6.4207554478954028e-17
1.4597034632835546e-06,0.11231946807630033,0.0,0.0,0.0,0.0,0.99865871641723525,0.00049348779170534801,1.9386428569982603e-05,3.7218251479737874e-05,1.2757561809726741e-05,0.00039683147990093225,0.00038158004073806165,4.2180413703121323e-10,7.6425949677113414e-10,2.0842479544170261e-08,1.7688848955127175e-14,7.1147047539003868e-17
1.4827590520227688e-06,0.11232169766842906,0.0,0.0,0.0,0.0,0.99861836075547439,0.00049914761452669529,1.9853406772918234e-05,3.842687035264724e-05,1.3066410809968999e-05,0.00041344726333239826,0.00039767394460661133,4.4453160178882497e-10,8.1051546007037492e-10,2.2479057580946792e-08,1.9564659141946011e-14,7.8691824667584042e-17
1.505814640761983e-06,0.11232396754745545,0.0,0.0,0.0,0.0,0.99857727992417811,0.00050473277877122939,2.0321559082793391e-05,3.9655060018079237e-05,1.337598386003136e-05,0.00043045685646707826,0.00041415229732291693,4.6802510418474919e-10,8.586635517035702e-10,2.4213589423217632e-08,2.1600796595083408e-14,8.6881461358601743e-17
1.5288702295011972e-06,0.11232627779918895,0.0,0.0,0.0,0.0,0.99853547253072272,0.00051024343134123136,2.0790728991078859e-05,4.0902783620371068e-05,1.3686174318722177e-05,0.00044786102945341743,0.00043101587047849872,4.9229168688702399e-10,9.0873804211145137e-10,2.6050020290158056e-08,2.3807502136380066e-14,9.5757147710895897e-17
1.5519258182404114e-06,0.11232862849604708,0.0,0.0,0.0,0.0,0.99849293742406953,0.00051567974547119964,2.1260762714080759e-05,4.2170000531723914e-05,1.3996877427105237e-05,0.0004656604168090866,0.00044826530247673592,5.173379456337455e-10,9.6077237952743382e-10,2.7992363878296626e-08,2.6195420646557412e-14,1.0536169900927471e-16
1.5749814069796256e-06,0.11233101969729167,0.0,0.0,0.0,0.0,0.9984496736905073,0.0005210419200702835,2.1731509254589222e-05,4.3456666362001933e-05,1.4307990350004163e-05,0.00048385551982195463,0.00046590110093531871,5.431700285396293e-10,1.0147991599883256e-09,3.0044700537753795e-08,2.8775603085033994e-14,1.1573956384858951e-16
1.6210925844580538e-06,0.11233592378567542,0.0,0.0,0.0,0.0,0.99836095784805834,0.00053154477064657401,2.2674551052890967e-05,4.6088148518178688e-05,1.4931044133341692e-05,0.00052143422673088221,0.00050233318865879409,5.9721402233800674e-10,1.1289560081033832e-09,3.4495996223499555e-08,3.4559001201814554e-14,1.3900122413501522e-16
1.6625926441886393e-06,0.11234047632399637,0.0,0.0,0.0,0.0,0.99827861722302746,0.00054074627629882924,2.3524270641615229e-05,4.8522476068289859e-05,1.5492203117067409e-05,0.00055661079951514346,0.00053644594330762708,6.4859366346599327e-10,1.238819925228542e-09,3.8920569521805502e-08,4.0540816931633005e-14,1.630609502686331e-16
1.7040927039192247e-06,0.11234516044265931,0.0,0.0,0.0,0.0,0.99819391201565699,0.00054971176531285631,2.4374084252459387e-05,5.1018957980957214e-05,1.6053182189232373e-05,0.00059307146237060364,0.00057181270617069125,7.0259460697156223e-10,1.3556045672824282e-09,4.3767819339198344e-08,4.733607581114267e-14,1.9039246381515991e-16
1.7455927636498102e-06,0.11234997604473741,0.0,0.0,0.0,0.0,0.99810684488762635,0.00055844323632014709,2.5223218328490905e-05,5.3577202547531528e-05,1.6613455402564378e-05,0.00063081465558934783,0.0006084320417359463,7.5923668823292755e-10,1.4794659659656002e-09,4.9063691825307663e-08,5.5023948146587961e-14,2.213141995268358e-16
1.7870928233803956e-06,0.11235492291461457,0.0,0.0,0.0,0.0,0.99801742062613052,0.00056694290242424966,2.6070931775858212e-05,5.6196781119449791e-05,1.7172519151461824e-05,0.00066983762798495175,0.00064630134759547189,8.1853522039484366e-10,1.6105494711301567e-09,5.4834669379842957e-08,6.3687814029885428e-14,2.561615245569465e-16
1.828592883110981e-06,0.11236000072449603,0.0,0.0,0.0,0.0,0.99792564605291401,0.00057521317787011239,2.6916516328587051e-05,5.8877229096151852e-05,1.7729892410557855e-05,0.00071013648852483906,0.00068541690556282915,8.8050108750039596e-10,1.7489895027810414e-09,6.1107728716782877e-08,7.3415197632342449e-14,2.9528647418014091e-16
1.8700929428415665e-06,0.11236520903844265,0.0,0.0,0.0,0.0,0.99783152993242552,0.00058325666472277345,2.7759296770165784e-05,6.1618047040257139e-05,1.8285116875437088e-05,0.00075170625849642911,0.00072577393323642323,9.4514085763627351e-10,1.8949093716930393e-09,6.7910298125449695e-08,8.4297680769047666e-14,3.3905740413662473e-16
1.911593002572152e-06,0.11237054731805536,0.0,0.0,0.0,0.0,0.99773508287947654,0.0005910761396187243,2.8598631023472329e-05,6.4418701903348166e-05,1.8837757013726406e-05,0.00079454092398143384,0.00076736663579373744,1.0124569047450776e-09,2.0484211546447542e-09,7.5270214210605035e-08,9.6430798705785617e-14,3.8785857155274329e-16
1.9530930623027372e-06,0.11237601492730062,0.0,0.0,0.0,0.0,0.99763631726669944,0.00059867454063338126,2.9433910112954954e-05,6.7278628354170916e-05,1.9387400029235969e-05,0.00083863348846287679,0.00081018825784608974,1.0824475448833918e-09,2.2096256239567005e-09,8.3215678283889345e-08,1.0991391837986834e-13,4.4208964512745667e-16
1.9945931220333225e-06,0.11238161113770671,0.0,0.0,0.0,0.0,0.99753524713219688,0.00060605495432088162,3.0264558010318162e-05,7.0197230193433494e-05,1.9933655746701155e-05,0.00088397602533754464,0.00085423113513685993,1.1551071894918632e-09,2.3786122356381261e-09,9.1775212649836928e-08,1.2485009994936169e-13,5.0216514826356965e-16
2.0360931817639077e-06,0.11238733513338492,0.0,0.0,0.0,0.0,0.99743188808771099,0.00061322060297258065,3.1090031372343195e-05,7.3173881842490725e-05,2.0476156423027656e-05,0.0009305597301381977,0.00089948674589565623,1.2304265020526199e-09,2.5554591704969871e-09,1.0097761700096778e-07,1.4134594313827157e-13,5.6851384104549022e-16
2.077593241494493e-06,0.11239318601606765,0.0,0.0,0.0,0.0,0.99732625722761059,0.00062017483213631095,3.1909819179824101e-05,7.6207929893274412e-05,2.1014556491305235e-05,0.00097837497229318689,0.00094594576168413721,1.3083925622320971e-09,2.7402334205554477e-09,1.1085192512600904e-07,1.5951141914439446e-13,6.4157804414755634e-16
2.119093301225078e-06,0.11239916281005653,0.0,0.0,0.0,0.0,0.99721837303894023,0.0006269210984310591,3.2723442285490572e-05,7.9298694708570996e-05,2.1548532242914958e-05,0.0010274113462761976,0.00099359809759328095,1.3889890446376808e-09,2.9329909209203284e-09,1.2142736210038043e-07,1.794596898604508e-13,7.2181291171508996e-16
2.1605933609556634e-06,0.11240526446710662,0.0,0.0,0.0,0.0,0.99710825531277103,0.00063346295768866817,3.3530452879153875e-05,8.2445472061709073e-05,2.2077781453302247e-05,0.0010776577220078909,0.0010424329616609809,1.4721963968587734e-09,3.1337767259366424e-09,1.3273330212059522e-07,2.0130691676575824e-13,8.0968566269812532e-16
2.2020934206862486e-06,0.11241148987122151,0.0,0.0,0.0,0.0,0.9969959250570738,0.00063980405345082114,3.4330433878283824e-05,8.5647534804989155e-05,2.2602022957083806e-05,0.0011291022943785678,0.0010924389033860006,1.5579920177325621e-09,3.3426252231759342e-09,1.4479922713987931e-07,2.2517205993551416e-13,9.0567477243636704e-16
2.243593480416834e-06,0.11241783784335546,0.0,0.0,0.0,0.0,0.99688140441132067,0.00064594810584629085,3.5122998252267489e-05,8.8904134556496358e-05,2.3120996178159344e-05,0.0011817326317717231,0.0011436038612249149,1.6463504481690022e-09,3.5595603809012274e-09,1.5765468644934935e-07,2.5117666798277942e-13,1.010269127775025e-15
2.285093540147419e-06,0.11242430714601023,0.0,0.0,0.0,0.0,0.99676471656299281,0.00065189890086930909,3.5907788288275503e-05,9.2214503395697531e-05,2.363446062019443e-05,0.0012355357234832237,0.0011959152089730998,1.7372435588974024e-09,3.7845960278284559e-09,1.7132925733060161e-07,2.7944466186274113e-13,1.123967157492802e-15
2.3265935998780043e-06,0.11243089648771691,0.0,0.0,0.0,0.0,0.99664588566615053,0.00065766028007589489,3.6684474806250194e-05,9.5577855558990715e-05,2.4142195322602561e-05,0.0012904980259456386,0.0012493598009451,1.8306407311672277e-09,4.0177361616349532e-09,1.8585250689238378e-07,3.1010211427595972e-13,1.2472759450278331e-15
2.3680936596085896e-06,0.11243760452739643,0.0,0.0,0.0,0.0,0.99652493676219922,0.00066323613071135904,3.7452756330147484e-05,9.8993389127073953e-05,2.4643998286936732e-05,0.0013466055076795309,0.0013039240158815967,1.9265090480886291e-09,4.2589752811343535e-09,2.0125395519150931e-07,3.432770245654083e-13,1.3807103230805962e-15
2.409593719339175e-06,0.11244442987859214,0.0,0.0,0.0,0.0,0.99640189570296678,0.0006686303762791267,3.8212358222302908e-05,0.00010246028769659267,2.5139685878379643e-05,0.001403843692904029,0.0013595937995202932,2.0248134826367407e-09,4.5082987392400361e-09,2.1756303972345911e-07,3.7909909074688514e-13,1.5247919566855519e-15
2.45109377906976e-06,0.11245137111356979,0.0,0.0,0.0,0.0,0.99627678907619055,0.00067384696755811151,3.8963031787489212e-05,0.00010597772202913066,2.5629092206795853e-05,0.0014621977037491218,0.0014163547057778063,2.1255170716743963e-09,4.765683114501287e-09,2.3480908135530189e-07,4.176994814349685e-13,1.6800484258614468e-15
2.4925938388003453e-06,0.1124584267672806,0.0,0.0,0.0,0.0,0.9961496441334986,0.00067888987407301222,3.9704553352849861e-05,0.00010954485167125653,2.6112068491580944e-05,0.0015216523010224546,0.0014741919364996258,2.2285810983883557e-09,5.0310965974587985e-09,2.5302125176285519e-07,4.5921060831796624e-13,1.8470123104722871e-15
2.5340938985309305e-06,0.11246559534118326,0.0,0.0,0.0,0.0,0.9960204887209454,0.000683763076019242,4.0436723329489774e-05,0.00011316082654000799,2.6588482414270112e-05,0.0015821919234937057,0.0015330903797449915,2.3339652733892408e-09,5.3044993882617118e-09,2.7222854242175417e-07,5.037658992948213e-13,2.0262202777496768e-15
2.5755939582615158e-06,0.11247287530692343,0.0,0.0,0.0,0.0,0.99588935121215305,0.00068847055664175022,4.1159365261117878e-05,0.00011682478846884588,2.7058217462578351e-05,0.0016438007256690003,0.0015930346465825715,2.4416278956400246e-09,5.5858441033074935e-09,2.9245973518937105e-07,5.5149957429302895e-13,2.2182121805962871e-15
2.617094017992101e-06,0.11248026510986721,0.0,0.0,0.0,0.0,0.99575626044409271,0.00069301629506473823,4.1872324864746264e-05,0.00012053587270971742,2.7521172269283338e-05,0.0017064626140362992,0.0016540091063809072,2.5515260187178314e-09,5.8750761884788654e-09,3.1374337450417912e-07,6.0254642554039102e-13,2.4235301738066618e-15
2.6585940777226862e-06,0.11248776317248958,0.0,0.0,0.0,0.0,0.99562124565552168,0.00069740425956734884,4.2575469068063578e-05,0.00012429320938744676,2.797725994911322e-05,0.0017701612817704656,0.0017159979205849927,2.6636156199351915e-09,6.172134335989465e-09,3.3610774121995838e-07,6.5704160228782881e-13,2.6427178481903255e-15
2.7000941374532715e-06,0.11249536789761574,0.0,0.0,0.0,0.0,0.99548433642809386,0.00070163840129866019,4.3268685047728274e-05,0.00012809592490323074,2.8426407436538831e-05,0.0018348802418940344,0.0017789850749772693,2.7778517443926899e-09,6.4769509024691738e-09,3.5958082808250517e-07,7.1512040051208025e-13,2.87631938472108e-15
2.7415941971838567e-06,0.11250307767151652,0.0,0.0,0.0,0.0,0.99534556263013019,0.00070572264842366631,4.3951879272457937e-05,0.0001319431432845519,2.8868554827107579e-05,0.0019006028588963793,0.0018429544104277211,2.8941886498452708e-09,6.7894523264960176e-09,3.8419031684739038e-07,7.7691805930379711e-13,3.1248787355799798e-15
2.783094256914442e-06,0.11251089086685856,0.0,0.0,0.0,0.0,0.99520495436304468,0.00070966090069055131,4.4624976554419244e-05,0.00013583398747933384,2.930365472471112e-05,0.0019673123788202292,0.0019078896521436484,3.0125799604779762e-09,7.1095595435413803e-09,4.0996355702972031e-07,8.4256956467678774e-13,3.3889388350476843e-15
2.824594316645027e-06,0.11251880584550991,0.0,0.0,0.0,0.0,0.99506254191039556,0.00071345702440838929,4.5287919112068167e-05,0.00013976758059263886,2.9731671596939093e-05,0.0020349919578300495,0.0019737744374349183,3.1329787926901364e-09,7.437188396305686e-09,4.369275462697427e-07,9.1220946062812794e-13,3.6690408395556063e-15
2.8660943763756124e-06,0.11252682096120392,0.0,0.0,0.0,0.0,0.99491835568953724,0.00071711484782331593,4.5940665647256476e-05,0.00014374304706465157,3.0152581140436309e-05,0.0021036246892817438,0.0020405923420151891,3.2553378752262213e-09,7.7722500389354662e-09,4.6510891229124305e-07,9.8597166814597988e-13,3.9657233997085532e-15
2.9075944361061977e-06,0.11253493456206232,0.0,0.0,0.0,0.0,0.9947724262058264,0.00072063815688035084,4.6583190439098801e-05,0.0001477595137891011,3.0566369657960504e-05,0.0021731936293175199,0.0021083269048637453,3.3796096854710386e-09,8.114651333809593e-09,4.9453389642376182e-07,1.0639893131863634e-12,4.2795219683836392e-15
2.949094495836783e-06,0.11254314499298114,0.0,0.0,0.0,0.0,0.99462478400934384,0.00072403069135741085,4.7215482456784173e-05,0.00015181611117165314,3.0973033448629876e-05,0.0022436818210137821,0.0021769616516762744,3.5057465576013919e-09,8.4642952395043283e-09,5.2522833865468146e-07,1.1463945636667519e-12,4.6109681450888072e-15
2.990594555567368e-06,0.11255145059788198,0.0,0.0,0.0,0.0,0.99447545965407458,0.00072729614135741405,4.7837544493225826e-05,0.00015591197412815231,3.1372578212649768e-05,0.0023150723171133048,0.0022464801169361196,3.6337007763590298e-09,8.8210811887519958e-09,5.5721766417258832e-07,1.2333184753561574e-12,4.9605890561095058e-15
3.0320946152979534e-06,0.1125598497218309,0.0,0.0,0.0,0.0,0.99432448365949233,0.00073043814414392718,4.8449392321169193e-05,0.00016004624302291042,3.1765018471618371e-05,0.0023873482013758874,0.0023168658646403532,3.7634246944610151e-09,9.1849054555171173e-09,5.9052687135916554e-07,1.3248908472078281e-12,5.3289067726389541e-15
